"Número Licitação";"Código UG";"Nome UG";"Código Modalidade Compra";"Modalidade Compra";"Número Processo";"Objeto";"Situação Licitação";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Município";"Data Resultado Compra";"Data Abertura";"Valor Licitação"
"001432021";"160523";"CENTRO DE PREP. DE OFICIAIS DA RESERVA DE BH";"6";"Dispensa de Licitação";"64213006256202141";"Objeto: Aquisição de materiais para a Seção de Saúde.";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"BELO HORIZONTE";"04/08/2021";"22/07/2021";"2568,9900"
"001432021";"160531";"ESCOLA DE APERFEICOAMENTO DE SARGENTOS";"6";"Dispensa de Licitação";"64496005204202128";"Objeto: Necessidade de contratação de empresa especializada em prestação de serviço para especialização de condutores em transporte de passageiros, atendendo as demandas deste Estabelecimento de Ensino. Requisição Nr 351/2021 - S3, de 3 de agosto de 2021.";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"CRUZ ALTA";"04/08/2021";"";"4500,0000"
"001442020";"158516";"INST.FED.DE EDUC.,CIENC.E TEC.DE STA.CAT/IFSC";"-99";"Pregão - Registro de Preço";"23292033815202090";"Objeto: Pregão Eletrônico -  Serviço de levantamento planialtimétrico, demarcação, limpeza e cercamento do terreno do campus gaspar do ifsc e retirada e instalação de portão metálico";"Publicado";"26000";"Ministério da Educação";"26438";"Instituto Federal de Santa Catarina";"FLORIANOPOLIS";"04/08/2021";"26/07/2021";"0,0000"
"001442021";"114702";"FUNDACAO ESCOLA NACIONAL DE ADM. PUBLICA";"7";"Inexigibilidade de Licitação";"04600001431202118";"Objeto: Contratação de docente para prestar serviços  de atividade de desenho instrucional - elaboração de material didático para curso a distância (Resolução Enap 21/2020, Artigo 2º, Inciso II), instrutoria em ambiente virtual (Resolução Enap 21/2020, Artigo 2º, Inciso I) do Curso  Economia da Regulação: experiências setoriais , Turma CA 2., no período de 16 de setembro a 1 de outubro de 2021.";"Encerrado";"25000";"Ministério da Economia";"20202";"Fundação Escola Nacional de Administração Púb";"BRASILIA";"06/08/2021";"";"7560,3600"
"001442021";"158122";"INST.FED.DE EDUC.,CIENC.E TEC.DE MINAS GERAIS";"6";"Dispensa de Licitação";"23808.000511/2021";"Objeto: Aquisição de itens de copa e cozinha IFMG Campus Arcos";"Encerrado";"26000";"Ministério da Educação";"26409";"Instituto Federal de Minas Gerais";"BELO HORIZONTE";"05/08/2021";"";"1880,6400"
"001442021";"160110";"COLEGIO MILITAR DE JUIZ DE FORA";"6";"Dispensa de Licitação";"366/2021";"Objeto: Prestação de serviço de seleção e treinamento";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"JUIZ DE FORA";"04/08/2021";"";"4526,1900"
"001442021";"160111";"COMANDO DA 4A BDA DE INFANTARIA LEVE MONTANHA";"6";"Dispensa de Licitação";"6401011556202152";"Objeto: Aquisição para atender ao Cmdo da 4ªbda , diex n 127 seç aprov/4ªbda";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"JUIZ DE FORA";"03/08/2021";"";"24,0000"
"001442021";"160338";"1º ESQUADRAO DE CAVALARIA LEVE";"6";"Dispensa de Licitação";"64517003832202183";"Objeto: Mercedes Benz.";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"VALENCA";"05/08/2021";"";"259,5300"
"001442021";"160438";"COMANDO 2 BRIGADA DE CAVALARIA MECANIZADA";"6";"Dispensa de Licitação";"64280020577202154";"Objeto: Aquisição de material para mnt de veículos, em proveito do Cmdo 2ª Bda C Mec.";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"URUGUAIANA";"02/08/2021";"";"441,0700"
"001442021";"160531";"ESCOLA DE APERFEICOAMENTO DE SARGENTOS";"6";"Dispensa de Licitação";"64496005206202117";"Objeto: Necessidade de aquisição de material hidráulico, a fim de atender as demandas deste Estabelecimento de Ensino. Requisição Nr 352/2021 - SGP, de 3 de agosto de 2021.";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"CRUZ ALTA";"04/08/2021";"";"1245,2200"
"001442021";"744021";"CENTRO DE MANUTENCAO DE SISTEMAS DA MARINHA";"6";"Dispensa de Licitação";"63075001629202156";"Objeto: Componentes Eletrônicos";"Encerrado";"52000";"Ministério da Defesa";"52131";"Comando da Marinha";"RIO DE JANEIRO";"02/08/2021";"";"1796,0000"
"001452021";"114702";"FUNDACAO ESCOLA NACIONAL DE ADM. PUBLICA";"7";"Inexigibilidade de Licitação";"046002052202145";"Objeto: Contratação de docentes para instrutoria em capacitação  sob medida  (desenhada para atender à demanda específica de órgãos da Administração), no período de 10/8 a 5/10/2021, na Enap e no Zoom.";"Encerrado";"25000";"Ministério da Economia";"20202";"Fundação Escola Nacional de Administração Púb";"BRASILIA";"06/08/2021";"";"7650,0000"
"001452021";"155011";"HOSPITAL DE CLINICAS DA UFTM";"7";"Inexigibilidade de Licitação";"23521009400/21-30";"Objeto: Curso planilha de custos, revisão e repactuação dos contratos, ministrado on-line.";"Encerrado";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"UBERABA";"02/08/2021";"";"9000,0000"
"001452021";"158122";"INST.FED.DE EDUC.,CIENC.E TEC.DE MINAS GERAIS";"6";"Dispensa de Licitação";"23208002302202124";"Objeto: Aquisição de relógio smartwatch, fone de ouvido bluetooth e mouse sem fio, para a 'Premiação por Mérito Científico' na apresentação dos trabalhos no IX Seminário de Iniciação Científica do IFMG.";"Encerrado";"26000";"Ministério da Educação";"26409";"Instituto Federal de Minas Gerais";"BELO HORIZONTE";"03/08/2021";"";"1484,7800"
"001452021";"160110";"COLEGIO MILITAR DE JUIZ DE FORA";"6";"Dispensa de Licitação";"362/2021";"Objeto: Aquisição de material de consumo";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"JUIZ DE FORA";"04/08/2021";"";"378,0000"
"001452021";"160118";"COMANDO DA 4ª REGIAO MILITAR";"6";"Dispensa de Licitação";"145/2021";"Objeto: Aquisição de material(is) para  o  CMDO 4ª RM.";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"BELO HORIZONTE";"06/08/2021";"";"261,0000"
"001452021";"160338";"1º ESQUADRAO DE CAVALARIA LEVE";"6";"Dispensa de Licitação";"64517003843202163";"Objeto: Renaut Master.";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"VALENCA";"05/08/2021";"";"191,9100"
"001452021";"160438";"COMANDO 2 BRIGADA DE CAVALARIA MECANIZADA";"6";"Dispensa de Licitação";"64280020628202148";"Objeto: Aquisição de materiais e medicamentos para uso veterinário, em proveito do Cmdo 2ª Bda C Mec.";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"URUGUAIANA";"02/08/2021";"";"827,8200"
"001452021";"160531";"ESCOLA DE APERFEICOAMENTO DE SARGENTOS";"6";"Dispensa de Licitação";"64496005208202114";"Objeto: Necessidade de aquisição de cartucho para impressora, atendendo as demandas deste Estabelecimento de Ensino. Requisição Nr.: 353/2021 - SGP, de 04 de Agosto de 2021.";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"CRUZ ALTA";"04/08/2021";"";"996,0000"
"001452021";"250052";"INSTITUTO NACIONAL DO CANCER - RJ";"5";"Pregão";"25410.000916/2021";"Objeto: Pregão Eletrônico -  Aquisição de  Clorpromazina 5mg/ml (am) e outros, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos.";"Evento de Resultado de Julgame";"36000";"Ministério da Saúde";"36000";"Ministério da Saúde - Unidades com vínculo di";"RIO DE JANEIRO";"03/08/2021";"21/07/2021";"49265,0000"
"001452021";"744021";"CENTRO DE MANUTENCAO DE SISTEMAS DA MARINHA";"6";"Dispensa de Licitação";"63075001652202141";"Objeto: Aparelho Eletrônico";"Encerrado";"52000";"Ministério da Defesa";"52131";"Comando da Marinha";"RIO DE JANEIRO";"03/08/2021";"";"7194,0000"
"001462021";"114702";"FUNDACAO ESCOLA NACIONAL DE ADM. PUBLICA";"7";"Inexigibilidade de Licitação";"04600002053202190";"Objeto: Contratação de docentes para instrutoria em capacitação  sob medida  (desenhada para atender à demanda específica de órgãos da Administração), no período de 9/8 a 8/10/2021, na Enap e pelo Zoom.";"Encerrado";"25000";"Ministério da Economia";"20202";"Fundação Escola Nacional de Administração Púb";"BRASILIA";"06/08/2021";"";"3612,5000"
"001462021";"160110";"COLEGIO MILITAR DE JUIZ DE FORA";"6";"Dispensa de Licitação";"368/2021";"Objeto: Aquisição de token digital";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"JUIZ DE FORA";"05/08/2021";"";"300,0000"
"001462021";"160111";"COMANDO DA 4A BDA DE INFANTARIA LEVE MONTANHA";"6";"Dispensa de Licitação";"64301012636202125";"Objeto: Solicitação de serviço conforme solicitado pelo DIEx Requisitório 299-PRM/Ch EM/4ª Bda de 24 de julho de 2021.";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"JUIZ DE FORA";"04/08/2021";"";"717,0000"
"001462021";"160118";"COMANDO DA 4ª REGIAO MILITAR";"6";"Dispensa de Licitação";"146/2021";"Objeto: Aquisição de material(is) para  o  CMDO 4ª RM.";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"BELO HORIZONTE";"06/08/2021";"";"2000,0000"
"001462021";"160338";"1º ESQUADRAO DE CAVALARIA LEVE";"6";"Dispensa de Licitação";"64517003845202152";"Objeto: Faixa de 9,30 x 1,06 m.";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"VALENCA";"05/08/2021";"";"1887,9500"
"001462021";"160395";"COMANDO DO COMANDO MILITAR DO SUL";"6";"Dispensa de Licitação";"16030000017202188";"Objeto: Nobreak, Ragtech Easy Way 1.400VA, Cód. 4154";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"PORTO ALEGRE";"02/08/2021";"";"4440,0000"
"001462021";"160403";"6 GRUPO DE ARTILHARIA DE CAMPANHA";"6";"Dispensa de Licitação";"64543007214202195";"Objeto: Combustiveis e lubrificantes automotivos - gasolina comum 49L";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"RIO GRANDE";"04/08/2021";"";"297,7700"
"001462021";"160438";"COMANDO 2 BRIGADA DE CAVALARIA MECANIZADA";"6";"Dispensa de Licitação";"64280020631202161";"Objeto: Aquisição de ferramentas, em proveito do Cmdo 2ª Bda C Mec.";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"URUGUAIANA";"02/08/2021";"";"156,0000"
"001462021";"160531";"ESCOLA DE APERFEICOAMENTO DE SARGENTOS";"6";"Dispensa de Licitação";"64496005226202198";"Objeto: Necessidade de aquisição de material de acondicionamento e embalagem, atendendo as demandas deste Estabelecimento de Ensino. Requisição Nr.: 356/2021 - CA, de 04 de Agosto de 2021.";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"CRUZ ALTA";"04/08/2021";"";"2565,0000"
"001462021";"744021";"CENTRO DE MANUTENCAO DE SISTEMAS DA MARINHA";"6";"Dispensa de Licitação";"63075001647202138";"Objeto: Componentes Eletrônicos";"Encerrado";"52000";"Ministério da Defesa";"52131";"Comando da Marinha";"RIO DE JANEIRO";"04/08/2021";"";"5565,0000"
"001462021";"785344";"DELEGACIA DA CAPITANIA DOS PORTOS EM ITAJAI";"7";"Inexigibilidade de Licitação";"85344-0186/2021";"Objeto: Atendimento aos usuários Sistema de Saúde da Marinha na área de urgência e emergência e internação - referente ao mês ABR2021.";"Encerrado";"52000";"Ministério da Defesa";"52131";"Comando da Marinha";"ITAJAI";"03/08/2021";"";"15868,6700"
"001472021";"120016";"GRUPAMENTO DE APOIO DE S J CAMPOS";"6";"Dispensa de Licitação";"67720005676202178";"Objeto: Curso de inglês, para nivelação de pessoal integrante do instituto de fomento e coordenação industrial.";"Encerrado";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"SAO JOSE DOS CAMPOS";"03/08/2021";"";"16380,0000"
"001472021";"160111";"COMANDO DA 4A BDA DE INFANTARIA LEVE MONTANHA";"6";"Dispensa de Licitação";"64301013289202158";"Objeto: Aquisição de pão francês, para atender a seção de aprovisionamento da 4ª Bda Inf L Mth";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"JUIZ DE FORA";"05/08/2021";"04/08/2021";"3753,0000"
"001472021";"160338";"1º ESQUADRAO DE CAVALARIA LEVE";"6";"Dispensa de Licitação";"64517003849202131";"Objeto: Peças para Citroen Jumper";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"VALENCA";"05/08/2021";"";"4615,9900"
"001472021";"160395";"COMANDO DO COMANDO MILITAR DO SUL";"6";"Dispensa de Licitação";"64286046016202125";"Objeto: Tapete tipo capacho.";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"PORTO ALEGRE";"02/08/2021";"";"2393,0000"
"001472021";"160438";"COMANDO 2 BRIGADA DE CAVALARIA MECANIZADA";"6";"Dispensa de Licitação";"64280020577202154";"Objeto: Aquisição de material para mnt de bens móveis, em proveito do Cmdo 2ª Bda C Mec.";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"URUGUAIANA";"03/08/2021";"";"441,0700"
"001472021";"160523";"CENTRO DE PREP. DE OFICIAIS DA RESERVA DE BH";"6";"Dispensa de Licitação";"64213006154202125";"Objeto: Aquisição de medicamentos veterinários";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"BELO HORIZONTE";"04/08/2021";"28/07/2021";"1578,8900"
"001472021";"160531";"ESCOLA DE APERFEICOAMENTO DE SARGENTOS";"6";"Dispensa de Licitação";"64496005221202165";"Objeto: Necessidade de aquisição de material hidráulico, atendendo as demandas deste Estabelecimento de Ensino. Requisição Nr.: 354/2021 - SGP, de 04 de Agosto de 2021.";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"CRUZ ALTA";"05/08/2021";"";"594,3000"
"001472021";"744021";"CENTRO DE MANUTENCAO DE SISTEMAS DA MARINHA";"6";"Dispensa de Licitação";"63075001669202106";"Objeto: Componente Eleetrônicos";"Encerrado";"52000";"Ministério da Defesa";"52131";"Comando da Marinha";"RIO DE JANEIRO";"04/08/2021";"";"3767,4000"
"001482021";"120016";"GRUPAMENTO DE APOIO DE S J CAMPOS";"6";"Dispensa de Licitação";"67720005150202198";"Objeto: Aquisição de 100 (cem) paraquedas meteorológicos.";"Encerrado";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"SAO JOSE DOS CAMPOS";"03/08/2021";"";"7900,0000"
"001482021";"153079";"UNIVERSIDADE FEDERAL DO PARANA";"6";"Dispensa de Licitação";"23075078785201976";"Objeto: Apoio à gestão financeira e operacionalização das atividades do Curso de Especialização em MBA EM BANKING PARA COOPERATIVAS DE CRÉDITO 2021";"Publicado";"26000";"Ministério da Educação";"26241";"Universidade Federal do Paraná";"CURITIBA";"03/08/2021";"";"490000,0000"
"001482021";"155011";"HOSPITAL DE CLINICAS DA UFTM";"6";"Dispensa de Licitação";"23521009103202194";"Objeto: Contratação de empresa especializada para implantação de sistema de vídeomonitoramento e sistema de controle de acesso via porteiro eletrônico para atender as necessidades de segurança da Divisão Administrativa Financeira do Hospital de Clínicas da Universidade Federal do Triângulo Mineiro (HC-UFTM) - Filial EBSERH.";"Encerrado";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"UBERABA";"02/08/2021";"";"6279,0000"
"001482021";"160111";"COMANDO DA 4A BDA DE INFANTARIA LEVE MONTANHA";"6";"Dispensa de Licitação";"64059008806202196";"Objeto: Contratação de serviço para atender ao Cmdo da 4ªBda inf l mth e Oms cinculadas";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"JUIZ DE FORA";"05/08/2021";"";"660,0000"
"001482021";"160338";"1º ESQUADRAO DE CAVALARIA LEVE";"6";"Dispensa de Licitação";"64517003852202154";"Objeto: Kombi.";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"VALENCA";"05/08/2021";"";"149,9800"
"001482021";"160438";"COMANDO 2 BRIGADA DE CAVALARIA MECANIZADA";"6";"Dispensa de Licitação";"64280020661202178";"Objeto: Aquisição de material de processamento de dados, em proveito do Cmdo 2ª Bda C Mec.";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"URUGUAIANA";"03/08/2021";"";"5985,0000"
"001482021";"160523";"CENTRO DE PREP. DE OFICIAIS DA RESERVA DE BH";"6";"Dispensa de Licitação";"64213006019202180";"Objeto: Aquisições de materiais para CAF da ESPECEx";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"BELO HORIZONTE";"04/08/2021";"28/07/2021";"6807,7900"
"001482021";"160531";"ESCOLA DE APERFEICOAMENTO DE SARGENTOS";"6";"Dispensa de Licitação";"64496005239202167";"Objeto: Necessidade de aquisição de material de proteção e segurança, atendendo as demandas deste Estabelecimento de Ensino. Requisição Nr.: 357/2021 - CA, de 04 de Agosto de 2021.";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"CRUZ ALTA";"05/08/2021";"";"2700,0000"
"001482021";"744021";"CENTRO DE MANUTENCAO DE SISTEMAS DA MARINHA";"6";"Dispensa de Licitação";"63075001674202119";"Objeto: Componentes Eletrônicos";"Encerrado";"52000";"Ministério da Defesa";"52131";"Comando da Marinha";"RIO DE JANEIRO";"04/08/2021";"";"4500,0000"
"001492021";"926775";"FUNDO ESTADUAL DE SAÚDE";"5";"Pregão";"9106/2021";"Objeto: Pregão Eletrônico -  Contratação de empresa para realização de Oxigenoterapia em Câmara Hiperbárica para atender aos pacientes com comorbidades que tenham indicação para o tratamento, em regime de internação, em todas as unidades da rede estadual de saúde.";"Divulgado";"99900";"REPUBLICA FEDERATIVA DO BRASIL";"94820";"ESTADO DE SERGIPE";"Inválido";"03/08/2021";"03/08/2021";"0,0000"
"001492021";"160395";"COMANDO DO COMANDO MILITAR DO SUL";"6";"Dispensa de Licitação";"64345002449202127";"Objeto: Serviço de encadernação quadrada com Capa Dura.";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"PORTO ALEGRE";"05/08/2021";"";"450,0000"
"001492021";"160438";"COMANDO 2 BRIGADA DE CAVALARIA MECANIZADA";"6";"Dispensa de Licitação";"64280020666202109";"Objeto: Aquisição de TV Samrt HD, em proveito do Cmdo 2ª Bda C Mec.";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"URUGUAIANA";"03/08/2021";"";"3399,9800"
"001492021";"160523";"CENTRO DE PREP. DE OFICIAIS DA RESERVA DE BH";"6";"Dispensa de Licitação";"64213006155202170";"Objeto: Aquisição de material de ferrageamento.";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"BELO HORIZONTE";"04/08/2021";"28/07/2021";"1368,5200"
"001492021";"160531";"ESCOLA DE APERFEICOAMENTO DE SARGENTOS";"6";"Dispensa de Licitação";"64496005242202181";"Objeto: Necessidade de aquisição de material de limpeza e produtos de higienização, atendendo as demandas deste Estabelecimento de Ensino. Requisição Nr 358/2021 - CA, de 4 de agosto de 2021.";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"CRUZ ALTA";"04/08/2021";"";"1777,5000"
"001492021";"393031";"SUPERINTENDENCIA REG. NO ESTADO MG - DNIT";"5";"Pregão";"50606000811202101";"Objeto: Pregão Eletrônico -  Contratação de empresa para execução de Serviços de Manutenção (Conservação/Recuperação) na Rodovia BR-116/MG com vistas a execução de Plano de Trabalho e Orçamento   P.A.T.O. Trecho: DIVISA BA/MG - DIVISA MG/RJ; Subtrecho: PONTE S/ RIO SUAÇUÍ GRANDE (FREI INOCÊNCIO) - ENTR BR-458(A) (TURUAÇÚ); Segmento: km 374,1 ao km 469,8; Extensão: 95,7 km, sob a coordenação da SREMG, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos.";"Evento de Resultado de Julgame";"39000";"Ministério da Infraestrutura";"39252";"Departamento Nacional de Infraestrutura de Tr";"BELO HORIZONTE";"06/08/2021";"16/06/2021";"6385000,0000"
"001492021";"744021";"CENTRO DE MANUTENCAO DE SISTEMAS DA MARINHA";"6";"Dispensa de Licitação";"63075001647202138";"Objeto: Componentes Eletrônicos";"Encerrado";"52000";"Ministério da Defesa";"52131";"Comando da Marinha";"RIO DE JANEIRO";"04/08/2021";"";"5565,0000"
"001502021";"153079";"UNIVERSIDADE FEDERAL DO PARANA";"6";"Dispensa de Licitação";"23075032399202152";"Objeto: Apoio à gestão financeira e operacionalização das atividades do Projeto: Educação em contextos: diversidade, diferença e desigualdades sociais";"Publicado";"26000";"Ministério da Educação";"26241";"Universidade Federal do Paraná";"CURITIBA";"05/08/2021";"";"129000,0000"
"001502021";"160438";"COMANDO 2 BRIGADA DE CAVALARIA MECANIZADA";"6";"Dispensa de Licitação";"64280020604202199";"Objeto: Contratação de serviço de mnt, reparo e conservação de gerador elétrico diesel/gasolina, em proveito do Cmdo 2ª Bda C Mec.";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"URUGUAIANA";"05/08/2021";"";"4200,0000"
"001502021";"160523";"CENTRO DE PREP. DE OFICIAIS DA RESERVA DE BH";"6";"Dispensa de Licitação";"64213006338202195";"Objeto: Aquisição de placa";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"BELO HORIZONTE";"04/08/2021";"28/07/2021";"400,0000"
"001502021";"160531";"ESCOLA DE APERFEICOAMENTO DE SARGENTOS";"6";"Dispensa de Licitação";"64496005251202171";"Objeto: Aquisição de material de cama, para atender as demandas do Hotel de Trânsito desta Escola.";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"CRUZ ALTA";"04/08/2021";"";"3088,0000"
"001502021";"744021";"CENTRO DE MANUTENCAO DE SISTEMAS DA MARINHA";"6";"Dispensa de Licitação";"63075001676202108";"Objeto: Material Elétrico";"Encerrado";"52000";"Ministério da Defesa";"52131";"Comando da Marinha";"RIO DE JANEIRO";"04/08/2021";"";"2696,0000"
"001512021";"153079";"UNIVERSIDADE FEDERAL DO PARANA";"6";"Dispensa de Licitação";"23075036331202142";"Objeto: Apoio à gestão financeira e operacionalização das atividades do Projeto:  Mapeamento da Formação de Professores - MAPFOR BRASIL .";"Publicado";"26000";"Ministério da Educação";"26241";"Universidade Federal do Paraná";"CURITIBA";"05/08/2021";"";"200000,0000"
"001512021";"160438";"COMANDO 2 BRIGADA DE CAVALARIA MECANIZADA";"6";"Dispensa de Licitação";"64280020740202189";"Objeto: Contratação de serviços gráficos, em proveito do Cmdo 2ª Bda C Mec.";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"URUGUAIANA";"06/08/2021";"";"240,0000"
"001512021";"160531";"ESCOLA DE APERFEICOAMENTO DE SARGENTOS";"6";"Dispensa de Licitação";"64496005239202167";"Objeto: Necessidade de aquisição de material de proteção e segurança, atendendo as demandas deste Estabelecimento de Ensino. Requisição Nr.: 357/2021 - CA, de 04 de Agosto de 2021.";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"CRUZ ALTA";"05/08/2021";"";"2700,0000"
"001512021";"744021";"CENTRO DE MANUTENCAO DE SISTEMAS DA MARINHA";"6";"Dispensa de Licitação";"63075001677202144";"Objeto: Componente Eletrônico";"Encerrado";"52000";"Ministério da Defesa";"52131";"Comando da Marinha";"RIO DE JANEIRO";"04/08/2021";"";"819,0000"
"001512021";"785344";"DELEGACIA DA CAPITANIA DOS PORTOS EM ITAJAI";"7";"Inexigibilidade de Licitação";"85344-0275/2021";"Objeto: Aquisição de OPME(Provox vega smartinserter 4 mm) PARA CC (refº-T)ANTONIO CARLOS CHIODI NEVES.";"Encerrado";"52000";"Ministério da Defesa";"52131";"Comando da Marinha";"ITAJAI";"03/08/2021";"";"2911,8000"
"001522021";"927773";"HOSPITAL MUNICIPAL SAO JOSE";"-99";"Pregão - Registro de Preço";"SEI 21.0.119656-0";"Objeto: Pregão Eletrônico -  Aquisição de Pipeta de Pasteur Descartável para  a Agência Transfusional, a fim de Atender as necessidades do Hospital São José de Joinville.";"Divulgado";"99900";"REPUBLICA FEDERATIVA DO BRASIL";"96220";"ESTADO DE SANTA CATARINA";"Inválido";"04/08/2021";"04/08/2021";"5400,0000"
"001522021";"160531";"ESCOLA DE APERFEICOAMENTO DE SARGENTOS";"6";"Dispensa de Licitação";"64496005293202111";"Objeto: Necessidade de aquisição de material elétrico, atendendo as demandas deste Estabelecimento de Ensino. Requisição Nr 361- SGP , de 6 de agosto de 2021.";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"CRUZ ALTA";"06/08/2021";"";"278,0000"
"001532021";"155011";"HOSPITAL DE CLINICAS DA UFTM";"7";"Inexigibilidade de Licitação";"23521009223/21-91";"Objeto: Aquisição de peças e contratação de empresa especializada na manutenção de 01 (um) Ultrassom da marca PHILIPS, modelo  E33 Ultrasound System SERIE B0G0T7.";"Encerrado";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"UBERABA";"02/08/2021";"";"34524,8900"
"001532021";"158122";"INST.FED.DE EDUC.,CIENC.E TEC.DE MINAS GERAIS";"6";"Dispensa de Licitação";"23825000741202125";"Objeto: Aquisição Kit Aquecedor Solar Térmico para uso no laboratório Instalações Elétricas e Energias Renováveis do IFMG Campus Ibirité";"Encerrado";"26000";"Ministério da Educação";"26409";"Instituto Federal de Minas Gerais";"BELO HORIZONTE";"04/08/2021";"";"2900,0000"
"001532021";"785344";"DELEGACIA DA CAPITANIA DOS PORTOS EM ITAJAI";"7";"Inexigibilidade de Licitação";"85344-0296/2021";"Objeto: Atendimento aos usuários do Sistema de Saúde da Marinha na área de urgência e emergência. - referente ao mês de MAR2021.";"Encerrado";"52000";"Ministério da Defesa";"52131";"Comando da Marinha";"ITAJAI";"03/08/2021";"";"11689,2900"
"001542021";"926775";"FUNDO ESTADUAL DE SAÚDE";"5";"Pregão";"7040/2021";"Objeto: Pregão Eletrônico -  Solicitação de aquisição de bens móveis permanentes (beliches).";"Divulgado";"99900";"REPUBLICA FEDERATIVA DO BRASIL";"94820";"ESTADO DE SERGIPE";"Inválido";"06/08/2021";"29/07/2021";"77800,0000"
"001542021";"120195";"CENTRO DE AQUISICOES ESPECIFICAS";"-99";"Pregão - Registro de Preço";"67106000793202192";"Objeto: Pregão Eletrônico -  Aquisic a o de materiais de consumo para manutenc a o dos sistemas de climatizac a o sob responsabilidade do CINDACTA II";"Publicado";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"RIO DE JANEIRO";"04/08/2021";"29/06/2021";"6394,5000"
"001542021";"160523";"CENTRO DE PREP. DE OFICIAIS DA RESERVA DE BH";"6";"Dispensa de Licitação";"64213006368202100";"Objeto: Aquisição de cloreto de sódio";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"BELO HORIZONTE";"02/08/2021";"";"2280,0000"
"001542021";"254445";"INSTITUTO DE TECNOLOGIA EM IMUNOBIOLOGICOS";"6";"Dispensa de Licitação";"25386001295202118";"Objeto: Central detecção de alarme;J-NET-EN54-SC-003,GLOBAL FIRE";"Encerrado";"36000";"Ministério da Saúde";"36201";"Fundação Oswaldo Cruz";"RIO DE JANEIRO";"03/08/2021";"16/07/2021";"12958,6300"
